,Brand,Year,Global_Sales
6364,Playstation,2008-01-01,0.27
861,Nintendo,2008-01-01,1.97
5081,Nintendo,2008-01-01,0.37
1906,Microsoft,2008-01-01,1.08
5083,Nintendo,2008-01-01,0.37
9054,Nintendo,2008-01-01,0.14
13393,Nintendo,2008-01-01,0.05
6361,Nintendo,2008-01-01,0.27
14842,Playstation,2008-01-01,0.03
11964,Playstation,2008-01-01,0.07
5088,Nintendo,2008-01-01,0.37
863,Playstation,2008-01-01,1.97
6360,Microsoft,2008-01-01,0.27
1910,Nintendo,2008-01-01,1.08
9098,Playstation,2008-01-01,0.14
1915,Playstation,2008-01-01,1.08
5094,Playstation,2008-01-01,0.37
9109,Nintendo,2008-01-01,0.14
12002,Playstation,2008-01-01,0.07
5132,PC,2008-01-01,0.37
13369,Microsoft,2008-01-01,0.05
14255,Microsoft,2008-01-01,0.03
12042,Playstation,2008-01-01,0.07
5161,Nintendo,2008-01-01,0.36
4153,Microsoft,2008-01-01,0.47
13353,Nintendo,2008-01-01,0.05
7029,Nintendo,2008-01-01,0.23
1941,Nintendo,2008-01-01,1.06
5167,Playstation,2008-01-01,0.36
6307,Microsoft,2008-01-01,0.27
2874,Playstation,2008-01-01,0.71
14805,Nintendo,2008-01-01,0.03
13344,Nintendo,2008-01-01,0.05
5181,Playstation,2008-01-01,0.36
896,Nintendo,2008-01-01,1.92
1946,Nintendo,2008-01-01,1.06
12056,Nintendo,2008-01-01,0.07
8991,Nintendo,2008-01-01,0.15
5184,Playstation,2008-01-01,0.36
13882,Playstation,2008-01-01,0.04
903,Nintendo,2008-01-01,1.91
12064,Nintendo,2008-01-01,0.07
10334,Nintendo,2008-01-01,0.11
13342,Nintendo,2008-01-01,0.05
15914,Playstation,2008-01-01,0.02
299,Playstation,2008-01-01,4.01
14806,Playstation,2008-01-01,0.03
6340,Nintendo,2008-01-01,0.27
2908,Nintendo,2008-01-01,0.7
2905,Microsoft,2008-01-01,0.7
1922,Microsoft,2008-01-01,1.07
620,Playstation,2008-01-01,2.48
886,Playstation,2008-01-01,1.93
16353,Playstation,2008-01-01,0.01
15827,Nintendo,2008-01-01,0.02
6338,Playstation,2008-01-01,0.27
5149,Nintendo,2008-01-01,0.37
12038,Nintendo,2008-01-01,0.07
890,Microsoft,2008-01-01,1.93
892,Nintendo,2008-01-01,1.93
9030,Nintendo,2008-01-01,0.14
12025,Nintendo,2008-01-01,0.07
9028,Nintendo,2008-01-01,0.14
1264,Playstation,2008-01-01,1.5
2898,Microsoft,2008-01-01,0.71
2897,Microsoft,2008-01-01,0.71
12031,Nintendo,2008-01-01,0.07
12032,Nintendo,2008-01-01,0.07
14252,Nintendo,2008-01-01,0.03
12023,Nintendo,2008-01-01,0.07
5323,Playstation,2008-01-01,0.35
6244,Playstation,2008-01-01,0.28
5330,Nintendo,2008-01-01,0.35
13230,Playstation,2008-01-01,0.05
3853,Playstation,2008-01-01,0.52
16561,Playstation,2008-01-01,0.01
12325,Playstation,2008-01-01,0.06
4099,Microsoft,2008-01-01,0.48
12328,Playstation,2008-01-01,0.06
14300,Nintendo,2008-01-01,0.03
13224,Playstation,2008-01-01,0.05
5418,Playstation,2008-01-01,0.34
12330,Nintendo,2008-01-01,0.06
2045,Microsoft,2008-01-01,1.01
5430,Playstation,2008-01-01,0.34
4098,Microsoft,2008-01-01,0.48
14684,Nintendo,2008-01-01,0.03
8703,Playstation,2008-01-01,0.16
12337,Nintendo,2008-01-01,0.06
2654,Microsoft,2008-01-01,0.78
2649,Playstation,2008-01-01,0.78
2042,Microsoft,2008-01-01,1.01
2665,Playstation,2008-01-01,0.77
5417,Nintendo,2008-01-01,0.34
5326,Playstation,2008-01-01,0.35
15937,Nintendo,2008-01-01,0.02
12300,Nintendo,2008-01-01,0.06
13239,Nintendo,2008-01-01,0.05
12302,Playstation,2008-01-01,0.06
7755,Microsoft,2008-01-01,0.19
2686,Playstation,2008-01-01,0.76
606,Microsoft,2008-01-01,2.54
5408,Nintendo,2008-01-01,0.34
10751,Nintendo,2008-01-01,0.1
10584,Nintendo,2008-01-01,0.1
2034,Nintendo,2008-01-01,1.02
7759,Nintendo,2008-01-01,0.19
5411,Playstation,2008-01-01,0.34
5412,Nintendo,2008-01-01,0.34
8735,Nintendo,2008-01-01,0.15
15257,PC,2008-01-01,0.02
8733,Nintendo,2008-01-01,0.15
14695,PC,2008-01-01,0.03
2676,Nintendo,2008-01-01,0.77
15957,Nintendo,2008-01-01,0.02
566,Microsoft,2008-01-01,2.67
14304,Nintendo,2008-01-01,0.03
8695,Nintendo,2008-01-01,0.16
12376,Nintendo,2008-01-01,0.06
12378,Playstation,2008-01-01,0.06
13187,Nintendo,2008-01-01,0.05
15970,Playstation,2008-01-01,0.02
2624,Nintendo,2008-01-01,0.79
13184,Nintendo,2008-01-01,0.05
2621,Playstation,2008-01-01,0.79
7803,Nintendo,2008-01-01,0.19
2620,Microsoft,2008-01-01,0.79
7804,Playstation,2008-01-01,0.19
7805,Microsoft,2008-01-01,0.19
2079,Nintendo,2008-01-01,1.0
15356,Nintendo,2008-01-01,0.02
14664,Playstation,2008-01-01,0.03
7808,Nintendo,2008-01-01,0.19
8640,Playstation,2008-01-01,0.16
1012,Playstation,2008-01-01,1.75
1412,Playstation,2008-01-01,1.37
2608,Nintendo,2008-01-01,0.79
14314,Playstation,2008-01-01,0.03
5399,Nintendo,2008-01-01,0.34
10738,Playstation,2008-01-01,0.1
2630,Microsoft,2008-01-01,0.78
7778,Nintendo,2008-01-01,0.19
15360,Nintendo,2008-01-01,0.02
13206,Nintendo,2008-01-01,0.05
14677,Nintendo,2008-01-01,0.03
605,Nintendo,2008-01-01,2.54
2637,Nintendo,2008-01-01,0.78
2057,Microsoft,2008-01-01,1.0
12356,Nintendo,2008-01-01,0.06
5444,Microsoft,2008-01-01,0.33
15962,PC,2008-01-01,0.02
10409,Nintendo,2008-01-01,0.11
13203,Nintendo,2008-01-01,0.05
2065,Playstation,2008-01-01,1.0
15359,Playstation,2008-01-01,0.02
6166,Playstation,2008-01-01,0.28
15966,Nintendo,2008-01-01,0.02
12367,Nintendo,2008-01-01,0.06
13193,Nintendo,2008-01-01,0.05
12370,Nintendo,2008-01-01,0.06
8668,Playstation,2008-01-01,0.16
12295,Nintendo,2008-01-01,0.06
6996,Playstation,2008-01-01,0.23
7731,Playstation,2008-01-01,0.2
2731,Playstation,2008-01-01,0.75
4110,Microsoft,2008-01-01,0.48
7727,Nintendo,2008-01-01,0.2
8797,Playstation,2008-01-01,0.15
14703,Nintendo,2008-01-01,0.03
2726,Nintendo,2008-01-01,0.76
7734,Nintendo,2008-01-01,0.19
10759,Nintendo,2008-01-01,0.1
5355,Playstation,2008-01-01,0.34
3848,Nintendo,2008-01-01,0.52
7737,Nintendo,2008-01-01,0.19
7738,Playstation,2008-01-01,0.19
6831,Nintendo,2008-01-01,0.24
8782,Nintendo,2008-01-01,0.15
2014,Playstation,2008-01-01,1.03
2023,Nintendo,2008-01-01,1.03
15368,Nintendo,2008-01-01,0.02
12271,Nintendo,2008-01-01,0.06
7736,Nintendo,2008-01-01,0.19
14294,Nintendo,2008-01-01,0.03
12249,Nintendo,2008-01-01,0.06
10761,Nintendo,2008-01-01,0.1
6222,Playstation,2008-01-01,0.28
7710,Nintendo,2008-01-01,0.2
2750,Microsoft,2008-01-01,0.75
12221,Nintendo,2008-01-01,0.07
1510,Nintendo,2008-01-01,1.31
13277,Playstation,2008-01-01,0.05
14728,PC,2008-01-01,0.03
6828,Playstation,2008-01-01,0.24
2732,Playstation,2008-01-01,0.75
2739,Microsoft,2008-01-01,0.75
4113,Nintendo,2008-01-01,0.48
6829,Nintendo,2008-01-01,0.24
8813,Nintendo,2008-01-01,0.15
5348,Microsoft,2008-01-01,0.35
259,Microsoft,2008-01-01,4.31
14287,Playstation,2008-01-01,0.03
13264,Microsoft,2008-01-01,0.05
13259,Microsoft,2008-01-01,0.05
4116,Playstation,2008-01-01,0.48
12275,Nintendo,2008-01-01,0.06
15483,Playstation,2008-01-01,0.02
15934,Nintendo,2008-01-01,0.02
12291,Nintendo,2008-01-01,0.06
7748,Microsoft,2008-01-01,0.19
16559,Playstation,2008-01-01,0.01
4104,Nintendo,2008-01-01,0.48
14709,PC,2008-01-01,0.03
14706,Playstation,2008-01-01,0.03
15249,PC,2009-01-01,0.02
13862,Nintendo,2009-01-01,0.04
13995,Playstation,2009-01-01,0.04
1409,Nintendo,2009-01-01,1.38
3806,Playstation,2009-01-01,0.53
15262,Playstation,2009-01-01,0.02
3890,Playstation,2009-01-01,0.51
15239,Nintendo,2009-01-01,0.02
13883,Playstation,2009-01-01,0.04
10763,Microsoft,2009-01-01,0.1
10600,Nintendo,2009-01-01,0.1
1602,Playstation,2009-01-01,1.24
13794,Playstation,2009-01-01,0.04
3772,Nintendo,2009-01-01,0.53
1502,Microsoft,2009-01-01,1.31
13927,Playstation,2009-01-01,0.04
13821,Microsoft,2009-01-01,0.04
15288,Playstation,2009-01-01,0.02
3697,Microsoft,2009-01-01,0.54
10956,Playstation,2009-01-01,0.09
3757,Nintendo,2009-01-01,0.53
10721,Nintendo,2009-01-01,0.1
1501,Microsoft,2009-01-01,1.31
10794,Nintendo,2009-01-01,0.1
14059,Nintendo,2009-01-01,0.04
14022,Nintendo,2009-01-01,0.04
3732,Playstation,2009-01-01,0.54
1391,Nintendo,2009-01-01,1.39
11019,Nintendo,2009-01-01,0.09
15287,Nintendo,2009-01-01,0.02
10958,Nintendo,2009-01-01,0.09
10594,Nintendo,2009-01-01,0.1
13872,Nintendo,2009-01-01,0.04
13774,Nintendo,2009-01-01,0.04
1603,Playstation,2009-01-01,1.24
10975,Nintendo,2009-01-01,0.09
11093,Playstation,2009-01-01,0.09
10848,Nintendo,2009-01-01,0.09
13987,Playstation,2009-01-01,0.04
10730,Nintendo,2009-01-01,0.1
668,Playstation,2009-01-01,2.37
11001,Nintendo,2009-01-01,0.09
10835,Nintendo,2009-01-01,0.09
10842,Microsoft,2009-01-01,0.09
14028,PC,2009-01-01,0.04
10973,Playstation,2009-01-01,0.09
15259,Nintendo,2009-01-01,0.02
15190,PC,2009-01-01,0.02
10831,Microsoft,2009-01-01,0.09
10924,Nintendo,2009-01-01,0.09
13911,PC,2009-01-01,0.04
15215,Playstation,2009-01-01,0.02
13986,Microsoft,2009-01-01,0.04
15188,Nintendo,2009-01-01,0.02
14058,Nintendo,2009-01-01,0.04
10916,Nintendo,2009-01-01,0.09
11052,Nintendo,2009-01-01,0.09
10857,Nintendo,2009-01-01,0.09
14050,Nintendo,2009-01-01,0.04
3836,Nintendo,2009-01-01,0.52
3891,Microsoft,2009-01-01,0.51
3910,Nintendo,2009-01-01,0.51
3582,Microsoft,2009-01-01,0.56
3926,Playstation,2009-01-01,0.51
10967,Playstation,2009-01-01,0.09
3616,Nintendo,2009-01-01,0.56
3802,Microsoft,2009-01-01,0.53
10727,Nintendo,2009-01-01,0.1
14097,Nintendo,2009-01-01,0.04
13823,Microsoft,2009-01-01,0.04
10688,Nintendo,2009-01-01,0.1
10613,Nintendo,2009-01-01,0.1
3945,Nintendo,2009-01-01,0.51
10934,Playstation,2009-01-01,0.09
3598,Microsoft,2009-01-01,0.56
15220,Nintendo,2009-01-01,0.02
11070,Playstation,2009-01-01,0.09
15180,Playstation,2009-01-01,0.02
11071,Nintendo,2009-01-01,0.09
10903,Nintendo,2009-01-01,0.09
15291,PC,2009-01-01,0.02
13939,Microsoft,2009-01-01,0.04
3905,Microsoft,2009-01-01,0.51
3737,Nintendo,2009-01-01,0.54
10705,Nintendo,2009-01-01,0.1
13904,PC,2009-01-01,0.04
13889,Nintendo,2009-01-01,0.04
3958,Playstation,2009-01-01,0.5
13949,Playstation,2009-01-01,0.04
14017,Playstation,2009-01-01,0.04
13798,Playstation,2009-01-01,0.04
11062,Playstation,2009-01-01,0.09
1507,Nintendo,2009-01-01,1.31
10787,Nintendo,2009-01-01,0.1
11067,Nintendo,2009-01-01,0.09
13812,Playstation,2009-01-01,0.04
3849,Microsoft,2009-01-01,0.52
13968,Nintendo,2009-01-01,0.04
14004,Nintendo,2009-01-01,0.04
10644,Nintendo,2009-01-01,0.1
13799,Playstation,2009-01-01,0.04
10994,Playstation,2009-01-01,0.09
13850,PC,2009-01-01,0.04
3691,Playstation,2009-01-01,0.54
13880,Nintendo,2009-01-01,0.04
13822,Nintendo,2009-01-01,0.04
10807,Nintendo,2009-01-01,0.1
3886,Nintendo,2009-01-01,0.51
15175,Nintendo,2009-01-01,0.02
10760,Playstation,2009-01-01,0.1
10719,PC,2009-01-01,0.1
13800,Nintendo,2009-01-01,0.04
11002,Playstation,2009-01-01,0.09
11078,Playstation,2009-01-01,0.09
1504,Nintendo,2009-01-01,1.31
11057,Nintendo,2009-01-01,0.09
13797,Playstation,2009-01-01,0.04
13857,Nintendo,2009-01-01,0.04
13781,Playstation,2009-01-01,0.04
1503,Microsoft,2009-01-01,1.31
11018,Playstation,2009-01-01,0.09
14069,Nintendo,2009-01-01,0.04
10900,Playstation,2009-01-01,0.09
10931,Nintendo,2009-01-01,0.09
3815,Nintendo,2009-01-01,0.53
13834,Playstation,2009-01-01,0.04
10884,Nintendo,2009-01-01,0.09
3830,Nintendo,2009-01-01,0.52
592,Playstation,2009-01-01,2.58
594,Microsoft,2009-01-01,2.58
10712,Nintendo,2009-01-01,0.1
3878,PC,2009-01-01,0.51
10781,Nintendo,2009-01-01,0.1
3645,Nintendo,2009-01-01,0.55
11074,Playstation,2009-01-01,0.09
10716,Playstation,2009-01-01,0.1
599,Microsoft,2009-01-01,2.57
1407,Nintendo,2009-01-01,1.38
3642,Playstation,2009-01-01,0.55
3893,Nintendo,2009-01-01,0.51
14045,Playstation,2009-01-01,0.04
10750,Microsoft,2009-01-01,0.1
3829,Nintendo,2009-01-01,0.52
12936,Nintendo,2009-01-01,0.05
11103,Nintendo,2009-01-01,0.09
14315,Microsoft,2009-01-01,0.03
13189,PC,2009-01-01,0.05
14672,Playstation,2009-01-01,0.03
12364,Nintendo,2009-01-01,0.06
12358,Playstation,2009-01-01,0.06
2636,Nintendo,2009-01-01,0.78
2638,Nintendo,2009-01-01,0.78
2054,Nintendo,2009-01-01,1.0
2645,Playstation,2009-01-01,0.78
2052,Playstation,2009-01-01,1.01
2656,Microsoft,2009-01-01,0.78
2657,Nintendo,2009-01-01,0.77
14689,Nintendo,2009-01-01,0.03
12380,Nintendo,2009-01-01,0.06
2658,Nintendo,2009-01-01,0.77
12321,Playstation,2009-01-01,0.06
2671,Playstation,2009-01-01,0.77
12312,Nintendo,2009-01-01,0.06
13233,Playstation,2009-01-01,0.05
12309,Nintendo,2009-01-01,0.06
986,Playstation,2009-01-01,1.77
12304,Playstation,2009-01-01,0.06
14704,Playstation,2009-01-01,0.03
2702,Nintendo,2009-01-01,0.76
2703,Playstation,2009-01-01,0.76
2710,Nintendo,2009-01-01,0.76
2714,Nintendo,2009-01-01,0.76
12268,Nintendo,2009-01-01,0.06
14299,PC,2009-01-01,0.03
13181,PC,2009-01-01,0.05
1223,Nintendo,2009-01-01,1.53
1011,Nintendo,2009-01-01,1.75
1218,Playstation,2009-01-01,1.53
2100,Nintendo,2009-01-01,0.99
14627,PC,2009-01-01,0.03
13154,Nintendo,2009-01-01,0.05
2573,Playstation,2009-01-01,0.8
12481,Nintendo,2009-01-01,0.06
12473,Nintendo,2009-01-01,0.06
12468,Nintendo,2009-01-01,0.06
2095,Nintendo,2009-01-01,0.99
14644,Nintendo,2009-01-01,0.03
14645,Nintendo,2009-01-01,0.03
2094,Playstation,2009-01-01,0.99
12455,Nintendo,2009-01-01,0.06
12452,PC,2009-01-01,0.06
12451,Nintendo,2009-01-01,0.06
14648,Nintendo,2009-01-01,0.03
12446,Nintendo,2009-01-01,0.06
12444,Nintendo,2009-01-01,0.06
2092,Nintendo,2009-01-01,0.99
2091,Nintendo,2009-01-01,0.99
2589,Microsoft,2009-01-01,0.8
14650,Nintendo,2009-01-01,0.03
12430,Playstation,2009-01-01,0.06
2594,Microsoft,2009-01-01,0.79
12414,Microsoft,2009-01-01,0.06
1017,Nintendo,2009-01-01,1.74
2605,Playstation,2009-01-01,0.79
2607,Playstation,2009-01-01,0.79
2611,Microsoft,2009-01-01,0.79
2718,Playstation,2009-01-01,0.76
14714,Nintendo,2009-01-01,0.03
12262,Nintendo,2009-01-01,0.06
2010,Playstation,2009-01-01,1.04
2809,Nintendo,2009-01-01,0.73
13314,Nintendo,2009-01-01,0.05
2817,Nintendo,2009-01-01,0.73
2819,Microsoft,2009-01-01,0.73
931,Nintendo,2009-01-01,1.86
14775,Nintendo,2009-01-01,0.03
13322,Nintendo,2009-01-01,0.05
2825,Nintendo,2009-01-01,0.72
912,Playstation,2009-01-01,1.88
12094,PC,2009-01-01,0.07
1955,Microsoft,2009-01-01,1.06
2849,Playstation,2009-01-01,0.72
13337,Nintendo,2009-01-01,0.05
12072,Nintendo,2009-01-01,0.07
14795,Nintendo,2009-01-01,0.03
901,Nintendo,2009-01-01,1.92
2877,Nintendo,2009-01-01,0.71
12044,Nintendo,2009-01-01,0.07
14253,PC,2009-01-01,0.03
895,Microsoft,2009-01-01,1.92
1266,Nintendo,2009-01-01,1.49
14812,Nintendo,2009-01-01,0.03
1925,Playstation,2009-01-01,1.07
14821,Nintendo,2009-01-01,0.03
2918,Playstation,2009-01-01,0.7
13374,PC,2009-01-01,0.05
11995,Nintendo,2009-01-01,0.07
11992,Playstation,2009-01-01,0.07
11991,PC,2009-01-01,0.07
2801,Nintendo,2009-01-01,0.73
2562,Nintendo,2009-01-01,0.8
941,Playstation,2009-01-01,1.84
1981,Microsoft,2009-01-01,1.05
12251,Nintendo,2009-01-01,0.06
2733,Playstation,2009-01-01,0.75
2003,Microsoft,2009-01-01,1.04
2737,Playstation,2009-01-01,0.75
2738,Nintendo,2009-01-01,0.75
13274,PC,2009-01-01,0.05
1995,Nintendo,2009-01-01,1.04
12226,Microsoft,2009-01-01,0.07
2745,Playstation,2009-01-01,0.75
2751,Playstation,2009-01-01,0.75
14732,Nintendo,2009-01-01,0.03
12208,Nintendo,2009-01-01,0.07
14734,Nintendo,2009-01-01,0.03
14281,PC,2009-01-01,0.03
2759,Playstation,2009-01-01,0.75
12200,Nintendo,2009-01-01,0.07
14739,Playstation,2009-01-01,0.03
14740,Playstation,2009-01-01,0.03
12188,Nintendo,2009-01-01,0.07
13292,Nintendo,2009-01-01,0.05
12186,Playstation,2009-01-01,0.07
13293,Nintendo,2009-01-01,0.05
14744,Playstation,2009-01-01,0.03
12171,Nintendo,2009-01-01,0.07
14271,Nintendo,2009-01-01,0.03
14270,Playstation,2009-01-01,0.03
1984,Nintendo,2009-01-01,1.05
2782,Nintendo,2009-01-01,0.74
14752,PC,2009-01-01,0.03
14753,Playstation,2009-01-01,0.03
11988,Microsoft,2009-01-01,0.07
2560,Microsoft,2009-01-01,0.81
2551,Microsoft,2009-01-01,0.81
14413,PC,2009-01-01,0.03
2340,Nintendo,2009-01-01,0.89
14495,Nintendo,2009-01-01,0.03
12993,Nintendo,2009-01-01,0.05
12793,Nintendo,2009-01-01,0.06
2210,Microsoft,2009-01-01,0.94
12791,Nintendo,2009-01-01,0.06
2206,Microsoft,2009-01-01,0.94
2347,PC,2009-01-01,0.89
12786,Nintendo,2009-01-01,0.06
14409,Playstation,2009-01-01,0.03
12775,Nintendo,2009-01-01,0.06
14406,Nintendo,2009-01-01,0.03
14414,Playstation,2009-01-01,0.03
13014,Nintendo,2009-01-01,0.05
12769,Nintendo,2009-01-01,0.06
12768,Nintendo,2009-01-01,0.06
2365,Nintendo,2009-01-01,0.88
14506,Nintendo,2009-01-01,0.03
12759,Nintendo,2009-01-01,0.06
12753,Nintendo,2009-01-01,0.06
2373,Playstation,2009-01-01,0.88
14513,Playstation,2009-01-01,0.03
12739,Nintendo,2009-01-01,0.06
2381,Microsoft,2009-01-01,0.87
1178,Nintendo,2009-01-01,1.58
2191,Nintendo,2009-01-01,0.95
14519,Nintendo,2009-01-01,0.03
2360,Nintendo,2009-01-01,0.88
2325,Playstation,2009-01-01,0.89
2219,Microsoft,2009-01-01,0.93
12982,Playstation,2009-01-01,0.05
12921,Nintendo,2009-01-01,0.05
12920,PC,2009-01-01,0.05
14426,Playstation,2009-01-01,0.03
14447,PC,2009-01-01,0.03
12907,Nintendo,2009-01-01,0.05
14421,PC,2009-01-01,0.03
12961,Playstation,2009-01-01,0.05
12895,Nintendo,2009-01-01,0.05
12963,Nintendo,2009-01-01,0.05
12889,Nintendo,2009-01-01,0.05
2272,Playstation,2009-01-01,0.92
12965,Nintendo,2009-01-01,0.05
2276,Playstation,2009-01-01,0.91
12968,Playstation,2009-01-01,0.05
2281,Playstation,2009-01-01,0.91
2284,Playstation,2009-01-01,0.91
2287,Microsoft,2009-01-01,0.91
12867,Nintendo,2009-01-01,0.05
2291,Playstation,2009-01-01,0.91
12860,PC,2009-01-01,0.05
14471,Playstation,2009-01-01,0.03
12848,Nintendo,2009-01-01,0.05
12845,Nintendo,2009-01-01,0.05
2225,Nintendo,2009-01-01,0.93
2308,Playstation,2009-01-01,0.9
1174,Nintendo,2009-01-01,1.58
12977,Nintendo,2009-01-01,0.05
2221,Playstation,2009-01-01,0.93
12823,PC,2009-01-01,0.05
14521,Nintendo,2009-01-01,0.03
2391,Nintendo,2009-01-01,0.87
13032,PC,2009-01-01,0.05
2398,Nintendo,2009-01-01,0.87
14569,PC,2009-01-01,0.03
14363,Microsoft,2009-01-01,0.03
13098,Nintendo,2009-01-01,0.05
14572,Playstation,2009-01-01,0.03
2132,Microsoft,2009-01-01,0.97
13105,Nintendo,2009-01-01,0.05
14574,Nintendo,2009-01-01,0.03
14575,Nintendo,2009-01-01,0.03
12594,Nintendo,2009-01-01,0.06
12584,Playstation,2009-01-01,0.06
2125,Microsoft,2009-01-01,0.98
2124,Playstation,2009-01-01,0.98
12578,Playstation,2009-01-01,0.06
2503,Nintendo,2009-01-01,0.82
2509,Nintendo,2009-01-01,0.82
1050,Playstation,2009-01-01,1.7
14597,Nintendo,2009-01-01,0.03
13119,Playstation,2009-01-01,0.05
1048,Nintendo,2009-01-01,1.7
12552,Nintendo,2009-01-01,0.06
14345,Playstation,2009-01-01,0.03
13122,Nintendo,2009-01-01,0.05
14342,Nintendo,2009-01-01,0.03
12540,PC,2009-01-01,0.06
1041,Nintendo,2009-01-01,1.71
13127,PC,2009-01-01,0.05
14605,Nintendo,2009-01-01,0.03
12529,Nintendo,2009-01-01,0.06
2545,Microsoft,2009-01-01,0.81
1062,Playstation,2009-01-01,1.69
2555,Playstation,2009-01-01,0.81
13086,Nintendo,2009-01-01,0.05
14562,Playstation,2009-01-01,0.03
12718,Playstation,2009-01-01,0.06
2399,Nintendo,2009-01-01,0.87
12714,Nintendo,2009-01-01,0.06
2187,Nintendo,2009-01-01,0.95
14526,PC,2009-01-01,0.03
2185,Playstation,2009-01-01,0.95
12703,PC,2009-01-01,0.06
1180,Playstation,2009-01-01,1.57
13045,Playstation,2009-01-01,0.05
2413,Playstation,2009-01-01,0.86
13047,Nintendo,2009-01-01,0.05
12685,Playstation,2009-01-01,0.06
12681,Nintendo,2009-01-01,0.06
13052,Nintendo,2009-01-01,0.05
2426,Playstation,2009-01-01,0.86
12677,Nintendo,2009-01-01,0.06
2428,Playstation,2009-01-01,0.85
13061,Nintendo,2009-01-01,0.05
2431,Nintendo,2009-01-01,0.85
13068,Nintendo,2009-01-01,0.05
13072,Nintendo,2009-01-01,0.05
12655,PC,2009-01-01,0.06
14543,PC,2009-01-01,0.03
12651,Microsoft,2009-01-01,0.06
14369,Nintendo,2009-01-01,0.03
14550,Nintendo,2009-01-01,0.03
13084,Microsoft,2009-01-01,0.05
13085,Nintendo,2009-01-01,0.05
2458,Playstation,2009-01-01,0.84
12615,Nintendo,2009-01-01,0.06
2924,Nintendo,2009-01-01,0.7
2925,Nintendo,2009-01-01,0.7
2928,Playstation,2009-01-01,0.7
11434,Nintendo,2009-01-01,0.08
11426,Microsoft,2009-01-01,0.08
3323,Nintendo,2009-01-01,0.61
11422,Nintendo,2009-01-01,0.08
13633,PC,2009-01-01,0.04
11415,Playstation,2009-01-01,0.08
3332,Microsoft,2009-01-01,0.61
3333,Nintendo,2009-01-01,0.6
11403,Nintendo,2009-01-01,0.08
1713,Playstation,2009-01-01,1.18
13641,Nintendo,2009-01-01,0.04
11395,Playstation,2009-01-01,0.08
3347,Nintendo,2009-01-01,0.6
3314,Microsoft,2009-01-01,0.61
11391,Nintendo,2009-01-01,0.08
11387,Playstation,2009-01-01,0.08
11386,Nintendo,2009-01-01,0.08
11380,Playstation,2009-01-01,0.08
15064,Nintendo,2009-01-01,0.02
3353,Playstation,2009-01-01,0.6
11375,Nintendo,2009-01-01,0.08
3355,Playstation,2009-01-01,0.6
11365,Playstation,2009-01-01,0.08
11359,Playstation,2009-01-01,0.08
727,Nintendo,2009-01-01,2.22
724,Playstation,2009-01-01,2.23
3394,Nintendo,2009-01-01,0.59
3402,Playstation,2009-01-01,0.59
3348,Playstation,2009-01-01,0.6
3311,Playstation,2009-01-01,0.61
14158,Playstation,2009-01-01,0.03
11443,Microsoft,2009-01-01,0.08
11556,Nintendo,2009-01-01,0.08
1759,Playstation,2009-01-01,1.16
3225,Playstation,2009-01-01,0.63
13583,Nintendo,2009-01-01,0.04
13587,Nintendo,2009-01-01,0.04
3230,Nintendo,2009-01-01,0.63
3232,Playstation,2009-01-01,0.63
15012,Nintendo,2009-01-01,0.02
3233,Nintendo,2009-01-01,0.63
11534,Playstation,2009-01-01,0.08
11531,Nintendo,2009-01-01,0.08
3245,Playstation,2009-01-01,0.62
756,Nintendo,2009-01-01,2.16
11511,Nintendo,2009-01-01,0.08
13599,Nintendo,2009-01-01,0.04
11510,Playstation,2009-01-01,0.08
3268,Playstation,2009-01-01,0.62
1740,Nintendo,2009-01-01,1.16
13610,Playstation,2009-01-01,0.04
3283,Nintendo,2009-01-01,0.61
15043,Nintendo,2009-01-01,0.02
13612,Nintendo,2009-01-01,0.04
3296,Microsoft,2009-01-01,0.61
15046,PC,2009-01-01,0.02
11465,Microsoft,2009-01-01,0.08
11460,Nintendo,2009-01-01,0.08
11457,Nintendo,2009-01-01,0.08
11456,Playstation,2009-01-01,0.08
11446,Playstation,2009-01-01,0.08
13657,Playstation,2009-01-01,0.04
11321,Microsoft,2009-01-01,0.08
15087,PC,2009-01-01,0.02
13664,PC,2009-01-01,0.04
3502,Playstation,2009-01-01,0.58
1656,Nintendo,2009-01-01,1.21
13719,Nintendo,2009-01-01,0.04
11190,Nintendo,2009-01-01,0.09
11189,Nintendo,2009-01-01,0.09
3512,Nintendo,2009-01-01,0.57
1364,Nintendo,2009-01-01,1.42
15127,PC,2009-01-01,0.02
14118,Playstation,2009-01-01,0.03
11172,Nintendo,2009-01-01,0.09
11169,Microsoft,2009-01-01,0.09
14117,Nintendo,2009-01-01,0.03
13734,Playstation,2009-01-01,0.04
3531,Playstation,2009-01-01,0.57
3534,Nintendo,2009-01-01,0.57
697,Playstation,2009-01-01,2.28
11145,Nintendo,2009-01-01,0.09
15142,Playstation,2009-01-01,0.02
1625,Playstation,2009-01-01,1.23
15147,Nintendo,2009-01-01,0.02
3554,Microsoft,2009-01-01,0.57
15152,PC,2009-01-01,0.02
3557,Playstation,2009-01-01,0.57
11126,Nintendo,2009-01-01,0.09
13758,Playstation,2009-01-01,0.04
1368,Microsoft,2009-01-01,1.41
13762,Nintendo,2009-01-01,0.04
11115,Nintendo,2009-01-01,0.09
11113,PC,2009-01-01,0.09
15122,PC,2009-01-01,0.02
13577,Microsoft,2009-01-01,0.04
3496,Nintendo,2009-01-01,0.58
3488,Playstation,2009-01-01,0.58
